Title,Authors,Category,Link
High Cycle S-N curve prediction for Al 7075-T6 alloy using Recurrent Neural Networks (RNNs),Aryan Patel,N/A,https://arxiv.org/abs/2510.03355
Sonar Image Datasets: A Comprehensive Survey of Resources; Challenges; and Applications,Larissa S. Gomes; Gustavo P. Almeida; Bryan U. Moreira; Marco Quiroz; Breno Xavier; Lucas Soares; Stephanie L. Brião; Felipe G. Oliveira; Paulo L. J. Drews-Jr,cs.CV,https://arxiv.org/abs/2510.03353
Inference-Time Search using Side Information for Diffusion-based Image Reconstruction,Mahdi Farahbakhsh; Vishnu Teja Kunde; Dileep Kalathil; Krishna Narayanan; Jean-Francois Chamberland,cs.CV,https://arxiv.org/abs/2510.03352
Interpretable Neuropsychiatric Diagnosis via Concept-Guided Graph Neural Networks,Song Wang; Zhenyu Lei; Zhen Tan; Jundong Li; Javier Rasero; Aiying Zhang; Chirag Agarwal,N/A,https://arxiv.org/abs/2510.03351
AgentCaster: Reasoning-Guided Tornado Forecasting,Michael Chen,N/A,https://arxiv.org/abs/2510.03349
KVComm: Enabling Efficient LLM Communication through Selective KV Sharing,Xiangyu Shi; Marco Chiesa; Gerald Q. Maguire Jr.; Dejan Kostic,N/A,https://arxiv.org/abs/2510.03346
Pilot selection in the era of Virtual reality: algorithms for accurate and interpretable machine learning models,Luoma Ke; Guangpeng Zhang; Jibo He; Yajing Li; Yan Li; Xufeng Liu; Peng Fang,N/A,https://arxiv.org/abs/2510.03345
Assessing the impact of contact time on leachate chemistry from recycled concrete aggregates,Morgan D. Sanger; Gabrielle Campagnola; Robin Ritchey; Tuncer B. Edil; Matthew Ginder-Vogel,physics.chem-ph,https://arxiv.org/abs/2510.03344
Learning Pareto-Optimal Pandemic Intervention Policies with MORL,Marian Chen; Miri Zilka,N/A,https://arxiv.org/abs/2510.03340
Pool Me Wisely: On the Effect of Pooling in Transformer-Based Models,Sofiane Ennadir; Levente Zólyomi; Oleg Smirnov; Tianze Wang; John Pertoft; Filip Cornell; Lele Cao,N/A,https://arxiv.org/abs/2510.03339
Linguistic and Audio Embedding-Based Machine Learning for Alzheimer's Dementia and Mild Cognitive Impairment Detection: Insights from the PROCESS Challenge,Adharsha Sam Edwin Sam Devahi; Sohail Singh Sangha; Prachee Priyadarshinee; Jithin Thilakan; Ivan Fu Xing Tan; Christopher Johann Clarke; Sou Ka Lon; Balamurali B T; Yow Wei Quin; Chen Jer-Ming,cs.SD,https://arxiv.org/abs/2510.03336
Matching the Optimal Denoiser in Point Cloud Diffusion with (Improved) Rotational Alignment,Ameya Daigavane; YuQing Xie; Bodhi P. Vani; Saeed Saremi; Joseph Kleinhenz; Tess Smidt,N/A,https://arxiv.org/abs/2510.03335
Semantic-Aware Scheduling for GPU Clusters with Large Language Models,Zerui Wang; Qinghao Hu; Ana Klimovic; Tianwei Zhang; Yonggang Wen; Peng Sun; Dahua Lin,N/A,https://arxiv.org/abs/2510.03334
Constant in an Ever-Changing World,Andy Wu; Chun-Cheng Lin; Yuehua Huang; Rung-Tzuo Liaw,N/A,https://arxiv.org/abs/2510.03330
DECOR: Deep Embedding Clustering with Orientation Robustness,Fiona Victoria Stanley Jothiraj; Arunaggiri Pandian Karunanidhi; Seth A. Eichmeyer,cs.CV,https://arxiv.org/abs/2510.03328
Fast frequency reconstruction using Deep Learning for event recognition in ring laser data,Giuseppe Di Somma; Giorgio Carelli; Angela D. V. Di Virgilio; Francesco Fuso; Enrico Maccioni; Paolo Marsili,N/A,https://arxiv.org/abs/2510.03325
Attack logics; not outputs: Towards efficient robustification of deep neural networks by falsifying concept-based properties,Raik Dankworth; Gesina Schwalbe,cs.CR,https://arxiv.org/abs/2510.03320
SVDefense: Effective Defense against Gradient Inversion Attacks via Singular Value Decomposition,Chenxiang Luo; David K. Y. Yau; Qun Song,cs.CR,https://arxiv.org/abs/2510.03319
The View From Space: Navigating Instrumentation Differences with EOFMs,Ryan P. Demilt; Nicholas LaHaye; Karis Tenneson,cs.CV,https://arxiv.org/abs/2510.03316
Decomposing Attention To Find Context-Sensitive Neurons,Alex Gibson,cs.CL,https://arxiv.org/abs/2510.03315
Scaling Laws Revisited: Modeling the Role of Data Quality in Language Model Pretraining,Anirudh Subramanyam; Yuxin Chen; Robert L. Grossman,N/A,https://arxiv.org/abs/2510.03313
Predicting Effects; Missing Distributions: Evaluating LLMs as Human Behavior Simulators in Operations Management,Runze Zhang; Xiaowei Zhang; Mingyang Zhao,N/A,https://arxiv.org/abs/2510.03310
Thin Bridges for Drug Text Alignment: Lightweight Contrastive Learning for Target Specific Drug Retrieval,Mallikarjuna Tupakula,N/A,https://arxiv.org/abs/2510.03309
Atlas-free Brain Network Transformer,Shuai Huang; Xuan Kan; James J. Lah; Deqiang Qiu,q-bio.NC,https://arxiv.org/abs/2510.03306
Machine Learning Workflows in Climate Modeling: Design Patterns and Insights from Case Studies,Tian Zheng; Subashree Venkatasubramanian; Shuolin Li; Amy Braverman; Xinyi Ke; Zhewen Hou; Peter Jin; Samarth Sanjay Agrawal,N/A,https://arxiv.org/abs/2510.03305
Machine Learning and Control: Foundations; Advances; and Perspectives,Enrique Zuazua,math.OC,https://arxiv.org/abs/2510.03303
Revoking Amnesia: RL-based Trajectory Optimization to Resurrect Erased Concepts in Diffusion Models,Daiheng Gao; Nanxiang Jiang; Andi Zhang; Shilin Lu; Yufei Tang; Wenbo Zhou; Weiming Zhang; Zhaoxin Fan,N/A,https://arxiv.org/abs/2510.03302
Dynamic Meta-Learning for Adaptive XGBoost-Neural Ensembles,Arthur Sedek,N/A,https://arxiv.org/abs/2510.03301
CAFL-L: Constraint-Aware Federated Learning with Lagrangian Dual Optimization for On-Device Language Models,Dongqi Zheng; Wenjin Fu,N/A,https://arxiv.org/abs/2510.03298
Convolutional Neural Nets vs Vision Transformers: A SpaceNet Case Study with Balanced vs Imbalanced Regimes,Akshar Gothi,cs.CV,https://arxiv.org/abs/2510.03297
Multimodal Arabic Captioning with Interpretable Visual Concept Integration,Passant Elchafei; Amany Fashwan,cs.CV,https://arxiv.org/abs/2510.03295
From Score Distributions to Balance: Plug-and-Play Mixture-of-Experts Routing,Rana Shahout; Colin Cai; Yilun Du; Minlan Yu; Michael Mitzenmacher,N/A,https://arxiv.org/abs/2510.03293
UniPruning: Unifying Local Metric and Global Feedback for Scalable Sparse LLMs,Yizhuo Ding; Wanying Qu; Jiawei Geng; Wenqi Shao; Yanwei Fu,N/A,https://arxiv.org/abs/2510.03291
Single-Core Superscalar Optimization of Clifford Neural Layers,X. Angelo Huang; Ruben Ciranni; Giovanni Spadaccini; Carla J. López Zurita,N/A,https://arxiv.org/abs/2510.03290
Why mask diffusion does not work,Haocheng Sun; Cynthia Xin Wen; Edward Hong Wang,N/A,https://arxiv.org/abs/2510.03289
LogAction: Consistent Cross-system Anomaly Detection through Logs via Active Domain,Chiming Duan; Minghua He; Pei Xiao; Tong Jia; Xin Zhang; Zhewei Zhong; Xiang Luo; Yan Niu; Lingzhe Zhang; Yifan Wu; Siyu Yu; Weijie Hong; Ying Li; Gang Huang,N/A,https://arxiv.org/abs/2510.03288
WAREX: Web Agent Reliability Evaluation on Existing Benchmarks,Su Kara; Fazle Faisal; Suman Nath,cs.AI,https://arxiv.org/abs/2510.03285
Edge-FIT: Federated Instruction Tuning of Quantized LLMs for Privacy-Preserving Smart Home Environments,Vinay Venkatesh; Vamsidhar R Kamanuru; Lav Kumar; Nikita Kothari,N/A,https://arxiv.org/abs/2510.03284
MACE: A Hybrid LLM Serving System with Colocated SLO-aware Continuous Retraining Alignment,Yufei Li; Yu Fu; Yue Dong; Cong Liu,N/A,https://arxiv.org/abs/2510.03283
Discovering Transformer Circuits via a Hybrid Attribution and Pruning Framework,Hao Gu; Vibhas Nair; Amrithaa Ashok Kumar; Jayvart Sharma; Ryan Lagasse,N/A,https://arxiv.org/abs/2510.03282
Mathematically rigorous proofs for Shapley explanations,David van Batenburg,N/A,https://arxiv.org/abs/2510.03281
Training Optimal Large Diffusion Language Models,Jinjie Ni; Qian Liu; Chao Du; Longxu Dou; Hang Yan; Zili Wang; Tianyu Pang; Michael Qizhe Shieh,N/A,https://arxiv.org/abs/2510.03280
MemMamba: Rethinking Memory Patterns in State Space Model,Youjin Wang; Yangjingyi Chen; Jiahao Yan; Jiaxuan Lu; Xiao Sun,N/A,https://arxiv.org/abs/2510.03279
Quantifying constraint hierarchies in Bayesian PINNs via per-constraint Hessian decomposition,Filip Landgren,N/A,https://arxiv.org/abs/2510.03278
Quantile-Scaled Bayesian Optimization Using Rank-Only Feedback,Tunde Fahd Egunjobi,N/A,https://arxiv.org/abs/2510.03277
QuadEnhancer: Leveraging Quadratic Transformations to Enhance Deep Neural Networks,Qian Chen; Linxin Yang; Akang Wang; Xiaodong Luo; Yin Zhang,N/A,https://arxiv.org/abs/2510.03276
SDQ-LLM: Sigma-Delta Quantization for 1-bit LLMs of any size,Junhao Xia; Ming Zhao; Limin Xiao; Xiujun Zhang,N/A,https://arxiv.org/abs/2510.03275
Quant-dLLM: Post-Training Extreme Low-Bit Quantization for Diffusion Large Language Models,Tianao Zhang; Zhiteng Li; Xianglong Yan; Haotong Qin; Yong Guo; Yulun Zhang,N/A,https://arxiv.org/abs/2510.03274
Learning without Global Backpropagation via Synergistic Information Distillation,Chenhao Ye; Ming Tang,N/A,https://arxiv.org/abs/2510.03273
PDE-Transformer: A Continuous Dynamical Systems Approach to Sequence Modeling,Yukun Zhang; Xueqing Zhou,N/A,https://arxiv.org/abs/2510.03272
Decision Potential Surface: A Theoretical and Practical Approximation of LLM's Decision Boundary,Zi Liang; Zhiyao Wu; Haoyang Shang; Yulin Jin; Qingqing Ye; Huadi Zheng; Peizhao Hu; Haibo Hu,N/A,https://arxiv.org/abs/2510.03271
CoDA: Coding LM via Diffusion Adaptation,Haolin Chen; Shiyu Wang; Can Qin; Bo Pang; Zuxin Liu; Jielin Qiu; Jianguo Zhang; Yingbo Zhou; Zeyuan Chen; Ran Xu; Shelby Heinecke; Silvio Savarese; Caiming Xiong; Huan Wang; Weiran Yao,N/A,https://arxiv.org/abs/2510.03270
General Exploratory Bonus for Optimistic Exploration in RLHF,Wendi Li; Changdae Oh; Yixuan Li,N/A,https://arxiv.org/abs/2510.03269
Decrypt Modality Gap in Multimodal Contrastive Learning: From Convergent Representation to Pair Alignment,Lingjie Yi; Raphael Douady; Chao Chen,N/A,https://arxiv.org/abs/2510.03268
PT$^2$-LLM: Post-Training Ternarization for Large Language Models,Xianglong Yan; Chengzhu Bao; Zhiteng Li; Tianao Zhang; Kaicheng Yang; Haotong Qin; Ruobing Xie; Xingwu Sun; Yulun Zhang,N/A,https://arxiv.org/abs/2510.03267
Variational Autoencoders-based Detection of Extremes in Plant Productivity in an Earth System Model,Bharat Sharma; Jitendra Kumar,N/A,https://arxiv.org/abs/2510.03266
MindCraft: How Concept Trees Take Shape In Deep Models,Bowei Tian; Yexiao He; Wanghao Ye; Ziyao Wang; Meng Liu; Ang Li,N/A,https://arxiv.org/abs/2510.03265
Front-Loading Reasoning: The Synergy between Pretraining and Post-Training Data,Syeda Nahida Akter; Shrimai Prabhumoye; Eric Nyberg; Mostofa Patwary; Mohammad Shoeybi; Yejin Choi; Bryan Catanzaro,N/A,https://arxiv.org/abs/2510.03264
Memory Self-Regeneration: Uncovering Hidden Knowledge in Unlearned Models,Agnieszka Polowczyk; Alicja Polowczyk; Joanna Waczyńska; Piotr Borycki; Przemysław Spurek,N/A,https://arxiv.org/abs/2510.03263
Rethinking Inter-LoRA Orthogonality in Adapter Merging: Insights from Orthogonal Monte Carlo Dropout,Andi Zhang; Xuan Ding; Haofan Wang; Steven McDonagh; Samuel Kaski,N/A,https://arxiv.org/abs/2510.03262
Data-Driven Temperature Modelling of Machine Tools by Neural Networks: A Benchmark,C. Coelho; M. Hohmann; D. Fernández; L. Penter; S. Ihlenfeldt; O. Niggemann,N/A,https://arxiv.org/abs/2510.03261
Semantic-Inductive Attribute Selection for Zero-Shot Learning,Juan Jose Herrera-Aranda; Guillermo Gomez-Trenado; Francisco Herrera; Isaac Triguero,N/A,https://arxiv.org/abs/2510.03260
Meta-Awareness Enhances Reasoning Models: Self-Alignment Reinforcement Learning,Yoonjeon Kim; Doohyuk Jang; Eunho Yang,N/A,https://arxiv.org/abs/2510.03259
POEM: Explore Unexplored Reliable Samples to Enhance Test-Time Adaptation,Chang'an Yi; Xiaohui Deng; Shuaicheng Niu; Yan Zhou,N/A,https://arxiv.org/abs/2510.03258
Triple-BERT: Do We Really Need MARL for Order Dispatch on Ride-Sharing Platforms?,Zijian Zhao; Sen Li,N/A,https://arxiv.org/abs/2510.03257
SciTS: Scientific Time Series Understanding and Generation with LLMs,Wen Wu; Ziyang Zhang; Liwei Liu; Xuenan Xu; Junlin Liu; Ke Fan; Qitan Lv; Jimin Zhuang; Chen Zhang; Zheqi Yuan; Siyuan Hou; Tianyi Lin; Kai Chen; Bowen Zhou; Chao Zhang,N/A,https://arxiv.org/abs/2510.03255
Adversarial training with restricted data manipulation,David Benfield; Stefano Coniglio; Phan Tu Vuong; Alain Zemkoho,N/A,https://arxiv.org/abs/2510.03254
Solving the Granularity Mismatch: Hierarchical Preference Learning for Long-Horizon LLM Agents,Heyang Gao; Zexu Sun; Erxue Min; Hengyi Cai; Shuaiqiang Wang; Dawei Yin; Xu Chen,N/A,https://arxiv.org/abs/2510.03253
Universal Multi-Domain Translation via Diffusion Routers,Duc Kieu; Kien Do; Tuan Hoang; Thao Minh Le; Tung Kieu; Dang Nguyen; Thin Nguyen,N/A,https://arxiv.org/abs/2510.03252
Numerion: A Multi-Hypercomplex Model for Time Series Forecasting,Hanzhong Cao; Wenbo Yan; Ying Tan,N/A,https://arxiv.org/abs/2510.03251
Light Differentiable Logic Gate Networks,Lukas Rüttgers; Till Aczel; Andreas Plesner; Roger Wattenhofer,N/A,https://arxiv.org/abs/2510.03250
From Earthbound to Stars: Analyzing Humanity's Path to a Type II Civilization,Jonathan H. Jiang; Prithwis Das,physics.soc-ph,https://arxiv.org/abs/2510.03249
Real-Time Brain Biomechanics Prediction with Neural Operators: Toward Clinically Deployable Traumatic Brain Injury Models,Anusha Agarwal; Dibakar Roy Sarkar; Somdatta Goswami,N/A,https://arxiv.org/abs/2510.03248
Towards Multimodal Active Learning: Efficient Learning with Limited Paired Data,Jiancheng Zhang; Yinglun Zhu,N/A,https://arxiv.org/abs/2510.03247
StructPrune: Structured Global Pruning asymptotics with $\mathcal{O}(\sqrt{N})$ GPU Memory,Xinyuan Song; Guangji Bai; Liang Zhao,N/A,https://arxiv.org/abs/2510.03246
Frequency-Aware Model Parameter Explorer: A new attribution method for improving explainability,Ali Yavari; Alireza Mohamadi; Elham Beydaghi; Rainer A. Leitgeb,N/A,https://arxiv.org/abs/2510.03245
VIFO: Visual Feature Empowered Multivariate Time Series Forecasting with Cross-Modal Fusion,Yanlong Wang; Hang Yu; Jian Xu; Fei Ma; Hongkang Zhang; Tongtong Feng; Zijian Zhang; Shao-Lun Huang; Danny Dongning Sun; Xiao-Ping Zhang,N/A,https://arxiv.org/abs/2510.03244
PARS: Low-Latency LLM Serving via Pairwise Learning-to-Rank,Yiheng Tao; Yihe Zhang; Matthew T. Dearing; Xin Wang; Yuping Fan; Zhiling Lan,N/A,https://arxiv.org/abs/2510.03243
Improving S&P 500 Volatility Forecasting through Regime-Switching Methods,Ava C. Blake; Nivika A. Gandhi; Anurag R. Jakkula,q-fin.ST,https://arxiv.org/abs/2510.03236
A fast non-reversible sampler for Bayesian finite mixture models,Filippo Ascolani; Giacomo Zanella,stat.CO,https://arxiv.org/abs/2510.03226
Test-Time Defense Against Adversarial Attacks via Stochastic Resonance of Latent Ensembles,Dong Lao; Yuxiang Zhang; Haniyeh Ehsani Oskouie; Yangchao Wu; Alex Wong; Stefano Soatto,cs.CV,https://arxiv.org/abs/2510.03224
Low-probability Tokens Sustain Exploration in Reinforcement Learning with Verifiable Reward,Guanhua Huang; Tingqiang Xu; Mingze Wang; Qi Yi; Xue Gong; Siheng Li; Ruibin Xiong; Kejiao Li; Yuhao Jiang; Bo Zhou,N/A,https://arxiv.org/abs/2510.03222
Cache-to-Cache: Direct Semantic Communication Between Large Language Models,Tianyu Fu; Zihan Min; Hanling Zhang; Jichao Yan; Guohao Dai; Wanli Ouyang; Yu Wang,cs.CL,https://arxiv.org/abs/2510.03215
Joint Bidding on Intraday and Frequency Containment Reserve Markets,Yiming Zhang; Wolfgang Ridinger; David Wozabal,q-fin.CP,https://arxiv.org/abs/2510.03209
To Distill or Decide? Understanding the Algorithmic Trade-off in Partially Observable Reinforcement Learning,Yuda Song; Dhruv Rohatgi; Aarti Singh; J. Andrew Bagnell,N/A,https://arxiv.org/abs/2510.03207
Automatic Generation of Digital Twins for Network Testing,Shenjia Ding; David Flynn; Paul Harvey,cs.NI,https://arxiv.org/abs/2510.03205
Best-of-Majority: Minimax-Optimal Strategy for Pass@$k$ Inference Scaling,Qiwei Di; Kaixuan Ji; Xuheng Li; Heyang Zhao; Quanquan Gu,N/A,https://arxiv.org/abs/2510.03199
Estimation of Resistance Training RPE using Inertial Sensors and Electromyography,James Thomas; Johan Wahlström,N/A,https://arxiv.org/abs/2510.03197
Superposition disentanglement of neural representations reveals hidden alignment,André Longon; David Klindt; Meenakshi Khosla,N/A,https://arxiv.org/abs/2510.03186
PRISM-Physics: Causal DAG-Based Process Evaluation for Physics Reasoning,Wanjia Zhao; Qinwei Ma; Jingzhe Shi; Shirley Wu; Jiaqi Han; Yijia Xiao; Si-Yuan Chen; Xiao Luo; Ludwig Schmidt; James Zou,N/A,https://arxiv.org/abs/2510.03185
Q-Learning with Shift-Aware Upper Confidence Bound in Non-Stationary Reinforcement Learning,Ha Manh Bui; Felix Parker; Kimia Ghobadi; Anqi Liu,N/A,https://arxiv.org/abs/2510.03181
Improving Online-to-Nonconvex Conversion for Smooth Optimization via Double Optimism,Francisco Patitucci; Ruichen Jiang; Aryan Mokhtari,math.OC,https://arxiv.org/abs/2510.03167
FTTE: Federated Learning on Resource-Constrained Devices,Irene Tenison; Anna Murphy; Charles Beauville; Lalana Kagal,N/A,https://arxiv.org/abs/2510.03165
Why Do We Need Warm-up? A Theoretical Perspective,Foivos Alimisis; Rustem Islamov; Aurelien Lucchi,N/A,https://arxiv.org/abs/2510.03164
Calibrated Uncertainty Sampling for Active Learning,Ha Manh Bui; Iliana Maifeld-Carucci; Anqi Liu,N/A,https://arxiv.org/abs/2510.03162
Application of the holographic equations of state for modeling experiments on heavy ion collisions,A. V. Anufriev; V. N. Kovalenko,nucl-th,https://arxiv.org/abs/2510.03157
Stimulus-Voltage-Based Prediction of Action Potential Onset Timing: Classical vs. Quantum-Inspired Approaches,Stevens Johnson; Varun Puram; Johnson Thomas; Acsah Konuparamban; Ashwin Kannan,q-bio.NC,https://arxiv.org/abs/2510.03155
ReeMark: Reeb Graphs for Simulating Patterns of Life in Spatiotemporal Trajectories,Anantajit Subrahmanya; Chandrakanth Gudavalli; Connor Levenson; Umang Garg; B. S. Manjunath,cs.CV,https://arxiv.org/abs/2510.03152
Mixture of Many Zero-Compute Experts: A High-Rate Quantization Theory Perspective,Yehuda Dar,N/A,https://arxiv.org/abs/2510.03151
Taming Imperfect Process Verifiers: A Sampling Perspective on Backtracking,Dhruv Rohatgi; Abhishek Shetty; Donya Saless; Yuchen Li; Ankur Moitra; Andrej Risteski; Dylan J. Foster,N/A,https://arxiv.org/abs/2510.03149
The Computational Complexity of Almost Stable Clustering with Penalties,Kamyar Khodamoradi; Farnam Mansouri; Sandra Zilles,cs.CC,https://arxiv.org/abs/2510.03143
Enhancing XAI Narratives through Multi-Narrative Refinement and Knowledge Distillation,Flavio Giorgi; Matteo Silvestri; Cesare Campagnano; Fabrizio Silvestri; Gabriele Tolomei,N/A,https://arxiv.org/abs/2510.03134
Total Robustness in Bayesian Nonlinear Regression for Measurement Error Problems under Model Misspecification,Mengqi Chen; Charita Dellaporta; Thomas B. Berrett; Theodoros Damoulas,stat.ME,https://arxiv.org/abs/2510.03131
